Kilometres,Zone,Bonus,Make,Insured,Claims,Payment,Claimfreq,km1,km2,km3,km4,z1,z2,z3,z4,z5,z6,m1,m2,m3,m4,m5,m6,m7,m8
1,4,5,9,9849.89,324,1672294,0.032893768,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,6,1,1839.13,72,505590,0.039148945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,6,2,298.73,5,16182,0.016737522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,6,3,234.01,8,42369,0.034186573,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,6,4,1047.27,22,147524,0.021006999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,6,5,481.63,16,70430,0.033220522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,6,6,1317.07,34,162323,0.025814877,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,6,7,360.55,9,127814,0.024961864,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,6,8,90.61,7,80134,0.077254166,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,6,9,17332.9,535,2833885,0.030866156,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,4,7,1,15297.44,389,2505764,0.025429091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,4,7,2,2085.44,65,296375,0.031168482,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,4,7,3,2140.94,38,253490,0.017749213,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,4,7,4,6923.74,100,435674,0.014443061,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,4,7,5,3721.62,115,641018,0.030900522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,4,7,6,10409.88,194,1070372,0.018636142,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,4,7,7,3252.99,86,317119,0.026437216,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,4,7,8,768.54,23,160411,0.029926874,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1,4,7,9,127687.27,2894,15540162,0.02266475,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,5,1,1,161.19,22,112479,0.136484894,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,1,2,15.53,2,1668,0.128783001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,1,3,6.07,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,1,4,454.21,15,61507,0.033024372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,1,5,69.38,13,83497,0.187373883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,1,6,301.14,21,87734,0.069735007,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,1,7,47.82,6,51950,0.125470514,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,1,8,10.84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,1,9,3645.26,407,1855941,0.111651844,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,2,1,132.69,7,27325,0.052754541,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,2,2,17.31,1,1554,0.057770075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,2,3,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,2,4,324.26,10,22854,0.03083945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,2,5,51.8,4,40692,0.077220077,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,2,6,218.84,12,88266,0.054834582,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,2,7,39.68,3,38808,0.075604839,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,2,8,12.15,1,1029,0.082304527,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,2,9,2694.25,174,616744,0.06458198,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,3,1,122.86,8,51943,0.065114765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,3,2,21.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,3,3,5.15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,3,4,240.23,6,13492,0.024976065,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,3,5,38.15,6,16170,0.157273919,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,3,6,173.78,4,17523,0.023017608,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,3,7,30.43,2,6421,0.065724614,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,3,8,4.82,1,31442,0.20746888,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,3,9,1993.33,117,481752,0.05869575,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,4,1,116.24,3,7229,0.025808672,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,4,2,16.48,1,1000,0.060679612,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,4,3,9.31,1,9867,0.107411386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,4,4,160.66,8,22404,0.049794597,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,4,5,27.77,4,8119,0.144040331,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,4,6,145.54,8,33299,0.054967706,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,4,7,30.23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,4,8,7.77,1,2700,0.128700129,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,4,9,1592.59,74,364037,0.046465192,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,5,1,185.95,11,53110,0.059155687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,5,2,23.75,2,4900,0.084210526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,5,3,15.57,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,5,4,140.66,2,4876,0.014218683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,5,5,41.71,1,7056,0.023975066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,5,6,141.81,2,3200,0.014103378,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,5,7,44.08,3,64516,0.068058076,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,5,8,9.68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,5,9,1752.09,86,299385,0.049084237,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,6,1,394.91,9,25994,0.022790003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,6,2,55.35,3,7232,0.054200542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,6,3,40.03,1,1373,0.024981264,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,6,4,177.67,4,6211,0.022513649,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,6,5,92.95,7,21706,0.075309306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,6,6,244.32,8,41753,0.032743942,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,6,7,92.99,5,6674,0.053769222,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,6,8,22.62,2,1522,0.08841733,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,6,9,3251.89,165,774028,0.050739724,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,5,7,1,2257.49,80,452280,0.035437588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,5,7,2,284.44,7,45614,0.02460976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,5,7,3,300.78,9,55124,0.029922202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,5,7,4,946.25,19,68243,0.02007926,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,5,7,5,583.99,18,113925,0.030822446,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,5,7,6,1332.39,38,138432,0.028520178,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,5,7,7,541.88,13,93691,0.023990551,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1,5,7,8,125.14,5,46879,0.03995525,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,5,7,9,17722.19,589,2700050,0.03323517,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1,6,1,1,340.1,31,75947,0.091149662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,1,2,38.25,3,5658,0.078431373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,1,3,16.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,1,4,767.66,30,187167,0.039079801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,1,5,134.82,31,164961,0.229936211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,1,6,585.23,44,309679,0.075184116,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,1,7,80.16,7,8237,0.087325349,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,1,8,29.87,4,35088,0.133913626,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,1,9,6744.61,542,2708623,0.080360466,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,2,1,233.67,20,159609,0.08559079,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,2,2,33.6,2,5403,0.05952381,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,2,3,14.01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,2,4,563.21,7,12459,0.012428757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,2,5,84.85,10,55348,0.117855038,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,2,6,436.38,14,72563,0.03208213,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,2,7,63.25,3,63976,0.04743083,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,2,8,13.61,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,2,9,4721.76,227,970016,0.048075294,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,3,1,230.77,10,97153,0.043333189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,3,2,37.88,1,789,0.026399155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,3,3,14.41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,3,4,386.7,10,57758,0.02585984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,3,5,76.88,5,14166,0.06503642,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,3,6,294.37,15,106215,0.05095628,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,3,7,57.46,3,41564,0.052210233,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,3,8,12.76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,3,9,3558.48,131,785697,0.036813471,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,4,1,186.52,12,81889,0.064336264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,4,2,31.99,3,2985,0.093779306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,4,3,15.77,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,4,4,283.49,6,73962,0.021164768,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,4,5,57.53,5,20515,0.086911177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,4,6,219.19,5,14794,0.02281126,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,4,7,45.35,4,38560,0.088202867,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,4,8,24.46,2,3138,0.081766149,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,4,9,2708.07,99,517218,0.036557401,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,5,1,253.84,20,105565,0.078789789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,5,2,47.01,2,5207,0.04254414,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,5,3,28.29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,5,4,259.21,1,31442,0.003857876,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,5,5,72.82,1,1742,0.013732491,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,5,6,252.17,8,74154,0.03172463,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,5,7,64.53,3,8546,0.046490005,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,5,8,22.19,1,2198,0.045065345,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,5,9,2936.87,87,641508,0.029623375,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,6,1,560.62,17,107765,0.03032357,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,6,2,88.23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,6,3,55.88,3,4731,0.053686471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,6,4,274.15,3,10929,0.010942914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,6,5,186,9,16980,0.048387097,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,6,6,424.38,12,62560,0.028276545,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,6,7,141.38,4,39806,0.028292545,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,6,8,60.89,3,4512,0.049269174,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,6,9,5248.1,187,1066083,0.035631943,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,6,7,1,4492.77,136,727249,0.030270857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6,7,2,606.55,16,114290,0.026378699,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,6,7,3,561.04,21,128950,0.037430486,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,6,7,4,1799.95,29,191942,0.016111559,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,7,5,1203.92,48,118462,0.039869759,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,6,7,6,2874.45,70,422565,0.024352485,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,6,7,7,914.58,27,208821,0.029521748,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,6,7,8,347.4,15,131927,0.043177893,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,6,7,9,34969.21,886,5181284,0.025336575,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,7,1,1,23.96,4,9848,0.166944908,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,1,2,4.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,1,4,92.39,5,4642,0.054118411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,1,5,7.36,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,1,6,29.72,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,1,7,4.29,1,1504,0.233100233,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,1,8,1.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,1,9,560.17,38,108198,0.06783655,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,2,1,20.83,1,2772,0.048007681,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,2,3.41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,2,3,0.23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,2,4,48.63,1,1980,0.020563438,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,2,5,2.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,2,6,20.84,5,12647,0.239923225,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,2,7,2.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,2,8,0.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,2,9,413.54,19,45789,0.04594477,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,3,1,17.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,3,2,2.38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,3,3,0.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,3,4,46.18,1,756,0.021654396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,3,5,3.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,3,6,13.92,1,2199,0.07183908,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,3,7,3.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,3,8,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,3,9,285.04,7,15229,0.024557957,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,4,1,13.24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,4,2,2.31,1,5000,0.432900433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,4,3,0.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,4,4,27.66,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,4,5,4.74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,4,6,11.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,4,7,2.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,4,9,225.35,5,9681,0.022187708,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,5,1,19.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,5,2,5.74,1,3900,0.174216028,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,5,3,1.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,5,4,29.05,1,2913,0.034423408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,5,5,3.59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,5,6,14.42,1,3174,0.069348128,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,5,7,2.42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,5,8,0.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,5,9,278.75,13,31522,0.046636771,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,6,1,41.17,1,3325,0.024289531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,6,2,7.55,2,7963,0.264900662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,6,3,1.56,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,6,4,36.23,1,1327,0.027601435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,6,5,9.82,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,6,6,21.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,6,7,6.58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,6,8,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,6,9,456.61,15,103527,0.032850792,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,7,7,1,294.57,3,8171,0.010184336,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,7,2,50.12,1,1510,0.019952115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,7,3,26.06,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,7,4,216.41,4,65435,0.018483434,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,7,7,5,60.68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,7,7,6,208.35,5,74182,0.02399808,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,7,7,7,46.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,7,7,8,9.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,7,7,9,3315.16,77,340189,0.023226632,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,1,1,638.51,148,578831,0.231789635,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,1,2,94.77,29,137355,0.30600401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,1,3,126.87,29,137680,0.228580437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,1,4,398.58,55,162678,0.137989864,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,1,5,167.88,41,73435,0.244222063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,1,6,354.26,48,166416,0.135493705,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,1,7,95.57,11,21295,0.11509888,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,1,8,25.93,5,2059,0.192826841,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,1,9,6792.88,1410,6556534,0.207570279,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,2,1,605.01,86,484085,0.142146411,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,2,2,96.42,12,93305,0.124455507,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,2,3,94.57,12,62554,0.126890134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,2,4,319.2,20,43734,0.062656642,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,2,5,152.42,24,109785,0.157459651,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,2,6,349.2,27,92572,0.077319588,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,2,7,94.39,8,76099,0.084754741,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,2,8,16.52,3,39939,0.181598063,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,2,9,5941.02,722,3249461,0.121527953,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,3,1,599.51,78,450864,0.130106253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,3,2,121.49,17,142141,0.139929212,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,3,3,91.96,13,93038,0.141365811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,3,4,234.48,13,65170,0.055441829,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,3,5,134.82,19,111059,0.140928646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,3,6,318.69,21,162284,0.065894757,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,1,3,7,88.04,11,30153,0.124943208,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,1,3,8,22.47,5,47551,0.222518914,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,1,3,9,5162.92,484,2522341,0.0937454,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2,1,4,1,597.21,55,213704,0.092094908,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,4,2,129.44,7,47589,0.05407911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,4,3,94.8,9,47251,0.094936709,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2,1,4,4,182.93,12,59369,0.065598863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,1,4,5,111.64,11,20942,0.098530992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,1,4,6,263.94,9,44772,0.034098659,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
