Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,RelatedPurchase,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
863,7207,0,140,22,2,28,0,0,1,0,1,0,0,0,0,0,0,0,,3788,3788,31323,1,222,8,5,30,0,0,1,1,0,1,0,0,0,0,0,1
864,7211,1,336,2,10,24,2,0,0,0,0,1,3,0,0,0,1,4,,2888,2888,23837,0,111,4,4,14,0,0,1,0,0,1,0,1,0,0,0,2
865,7225,1,121,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,3617,3617,30021,1,208,2,10,60,1,2,2,2,1,0,3,0,0,1,0,4
866,7230,1,161,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1691,1691,13952,1,310,22,11,86,7,0,1,0,0,0,0,0,0,0,0,0
867,7236,1,97,28,2,34,1,0,0,1,0,0,0,0,0,0,0,0,,2067,2067,17118,1,235,16,2,24,1,0,0,1,0,0,1,0,0,1,1,2
868,7244,1,302,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0,,349,349,3055,0,248,16,8,38,3,0,2,1,0,1,1,0,0,0,1,2
869,7246,1,146,32,2,38,0,0,2,0,0,0,0,1,0,0,0,1,,2598,2598,21544,1,318,10,2,14,0,0,1,0,0,1,1,0,0,0,0,2
870,7248,0,384,10,11,34,1,2,1,0,3,2,1,0,0,0,0,3,,3727,3727,30983,1,280,12,11,60,2,0,3,1,0,0,1,0,2,0,0,3
871,7265,1,431,8,10,60,2,1,3,0,0,0,1,0,0,0,0,1,,2043,2043,16901,1,248,6,7,46,0,1,2,0,1,0,0,0,0,0,0,0
872,7267,0,359,2,4,14,1,0,0,0,0,0,0,0,0,0,0,0,,3732,3732,31043,0,237,22,1,22,0,0,0,1,0,0,0,0,0,0,0,0
873,7272,1,160,12,3,22,1,0,0,0,1,0,0,0,1,0,0,1,,1363,1363,11396,1,269,10,5,32,2,0,1,0,0,0,0,0,0,0,0,0
874,7299,1,115,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0,,3429,3429,28399,0,174,12,2,16,0,1,0,0,0,1,0,0,0,0,0,1
875,7301,1,186,2,10,36,1,1,2,0,1,2,1,0,0,0,0,3,,2529,2529,20857,0,159,32,1,32,0,0,0,0,1,0,0,0,0,0,0,0
876,7320,1,455,6,11,50,2,2,3,0,1,0,2,0,0,0,0,2,,2334,2334,19187,1,306,10,1,10,0,0,0,0,0,0,3,0,0,0,0,3
877,7324,1,310,10,2,14,0,0,0,1,0,0,0,0,0,0,0,0,,2534,2534,20904,1,311,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0
878,7326,1,233,16,2,20,1,1,0,0,0,0,0,0,0,0,0,0,,3597,3597,29847,0,208,16,2,20,1,1,0,0,0,0,3,0,0,0,0,3
879,7329,0,292,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0,,2541,2541,20980,0,121,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
880,7331,0,121,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,1196,1196,10012,1,80,18,2,24,1,0,1,0,0,0,0,0,0,0,0,0
881,7332,1,246,22,2,24,0,1,1,0,0,0,0,0,0,0,0,0,,2573,2573,21253,1,198,8,11,62,4,1,3,0,0,0,0,0,0,0,0,0
882,7333,1,233,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,815,815,6889,1,59,30,2,36,1,0,0,0,0,0,1,0,0,0,0,1
883,7375,1,330,34,8,76,2,1,2,0,0,2,1,0,0,0,0,3,,2957,2957,24451,1,239,36,1,36,0,0,0,0,1,1,2,0,0,1,0,4
884,7378,0,292,14,2,22,0,1,0,1,0,0,0,0,0,0,0,0,,864,864,7211,1,336,2,10,24,2,0,0,0,0,1,3,0,0,0,1,4
885,7381,0,239,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,1412,1412,11741,0,243,14,11,78,3,1,5,0,0,2,0,1,0,1,0,4
886,7392,0,145,8,3,16,0,0,0,0,0,1,0,0,0,0,0,1,,3205,3205,26418,1,78,8,3,20,0,0,1,0,0,1,0,0,0,0,0,1
887,7393,0,176,10,2,18,1,0,0,0,0,0,0,0,0,0,0,0,,2884,2884,23776,1,155,36,2,44,0,0,0,1,0,0,0,0,0,0,0,0
888,7408,1,264,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,3982,3982,32853,0,148,14,2,22,0,0,0,0,0,0,0,0,0,0,0,0
889,7415,1,139,2,9,44,2,0,1,1,0,0,0,0,0,0,0,0,,3922,3922,32305,0,239,16,2,24,0,0,2,0,0,0,2,0,0,0,1,2
890,7437,1,239,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,1970,1970,16323,1,223,2,6,36,2,0,0,0,0,0,0,0,0,0,0,0
891,7440,1,136,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,504,504,4574,1,330,16,5,42,0,0,1,0,0,2,2,0,0,0,1,4
892,7441,1,29,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1594,1594,13222,1,328,10,10,58,3,2,2,2,0,0,0,0,0,0,0,0
893,7448,0,294,12,4,28,0,0,2,0,0,0,1,0,0,0,0,1,,2811,2811,23286,1,171,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
894,7455,1,233,16,2,18,0,0,0,1,0,0,1,0,0,0,0,1,,1075,1075,9013,0,104,14,2,16,0,0,2,0,0,0,0,0,0,0,0,0
895,7462,1,208,10,10,58,2,1,2,1,0,1,2,0,0,0,0,3,,183,183,1526,0,158,6,9,56,1,1,1,1,1,0,3,0,0,0,1,3
896,7468,0,228,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1,,2843,2843,23542,1,374,16,6,44,1,0,2,0,1,0,3,1,0,0,0,4
897,7473,0,69,32,2,38,0,0,0,0,1,1,0,0,0,0,0,1,,2946,2946,24379,1,183,8,1,8,0,0,0,0,0,0,2,0,0,0,0,2
898,7474,1,332,4,11,36,0,0,1,2,1,1,2,0,0,0,0,3,,2378,2378,19489,1,285,16,3,26,2,0,1,0,0,0,2,0,0,0,0,2
899,7483,1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0,,737,737,6347,0,231,20,2,26,0,0,1,0,0,0,1,0,0,0,0,1
900,7493,0,244,14,10,58,1,2,6,0,0,0,1,0,0,0,0,1,,1799,1799,14837,1,135,18,2,22,0,0,1,0,0,0,0,0,0,0,0,0
901,7499,1,19,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3533,3533,29347,0,94,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
902,7533,1,276,22,10,50,0,1,3,0,2,2,2,0,0,0,0,4,,2532,2532,20886,0,160,10,9,38,2,0,0,0,1,0,1,0,0,0,0,1
903,7545,1,17,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,2986,2986,24718,0,423,8,12,44,3,0,4,1,0,1,1,0,0,0,0,2
904,7556,0,26,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,812,812,6859,0,220,16,5,40,0,2,1,1,0,0,1,0,0,0,0,1
905,7559,1,207,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0,,3509,3509,29131,1,262,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
906,7563,1,275,16,4,32,1,1,0,0,0,2,0,0,0,0,0,2,,253,253,2213,0,212,16,5,38,1,0,1,2,0,0,1,1,0,0,1,2
907,7575,1,302,6,12,40,1,1,2,0,0,1,2,0,0,0,0,3,,3278,3278,27018,1,277,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
908,7577,1,85,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,,1598,1598,13244,0,254,18,1,18,0,0,0,0,0,0,0,0,0,0,0,0
909,7583,1,77,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0,,2222,2222,18327,1,243,6,1,6,0,0,0,0,0,1,0,0,0,0,0,1
910,7586,1,100,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,3651,3651,30316,0,225,10,4,30,0,0,1,2,0,1,0,0,0,0,0,1
911,7588,1,300,10,3,18,1,0,0,0,0,0,1,0,0,0,0,1,,1775,1775,14618,1,356,8,6,44,1,1,0,0,0,0,0,0,0,0,0,0
912,7601,0,244,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2977,2977,24641,0,61,14,2,20,1,1,0,0,0,0,1,0,0,0,0,1
913,7612,0,277,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,,3432,3432,28404,1,173,18,1,18,0,0,0,0,1,0,0,1,0,0,0,1
914,7614,1,151,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,1741,1741,14349,1,185,30,1,30,0,1,0,0,0,0,0,1,0,0,0,1
915,7615,1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,0,3,,1676,1676,13844,0,94,10,5,38,0,0,1,0,2,1,0,0,1,0,0,2
916,7635,1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,851,851,7103,1,247,34,1,34,0,0,0,0,0,0,1,0,0,0,0,1
917,7636,1,199,10,9,62,0,2,3,1,1,0,1,0,0,0,0,1,,2481,2481,20418,1,397,22,10,72,5,1,2,0,0,0,0,1,0,0,0,1
918,7653,1,60,32,2,40,0,0,0,0,1,0,1,0,0,0,0,1,,1191,1191,9969,1,76,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
919,7661,0,171,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,17,17,125,1,226,14,6,28,2,1,2,0,0,1,0,1,0,0,0,2
920,7662,0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,1157,1157,9720,1,302,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
921,7666,1,400,14,9,56,1,0,2,2,0,2,2,1,0,0,0,5,,2630,2630,21846,0,185,14,2,22,1,1,0,0,0,1,2,0,0,0,0,3
922,7679,0,229,16,2,22,0,0,0,0,1,1,0,0,0,0,1,1,,470,470,4248,0,190,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
923,7680,0,280,24,1,24,0,1,0,0,0,0,0,0,0,0,0,0,,1797,1797,14835,0,120,16,1,16,0,0,0,0,0,2,0,0,0,0,0,2
924,7699,1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,1,3,,810,810,6850,1,96,28,4,44,2,0,0,0,0,1,1,0,0,0,0,2
925,7707,1,292,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,312,312,2771,0,356,4,6,22,1,0,0,1,0,0,0,0,0,0,1,0
926,7708,0,451,14,11,80,1,2,5,0,0,1,2,0,0,0,0,3,,3385,3385,27985,1,178,16,2,24,0,0,1,0,0,0,0,0,0,0,0,0
927,7713,1,129,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0,,431,431,3825,1,28,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
928,7714,1,238,2,10,40,0,0,3,1,1,0,2,0,0,0,0,2,,2198,2198,18132,1,265,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1
929,7721,0,42,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0,,3004,3004,24868,1,166,6,3,20,0,0,0,0,0,1,0,0,0,0,0,1
930,7726,0,151,16,2,22,0,0,1,0,1,0,0,0,0,0,0,0,,1744,1744,14374,0,227,16,11,52,1,1,5,1,0,0,0,0,0,0,0,0
931,7730,1,67,30,2,36,0,0,0,1,0,1,0,0,0,1,0,2,,3209,3209,26468,1,187,8,10,30,1,1,1,1,0,0,1,0,1,0,0,2
932,7733,1,158,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,1010,1010,8356,1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,0,2
933,7739,0,173,6,3,22,0,0,0,1,0,0,1,0,0,0,0,1,,222,222,1889,1,361,6,6,36,1,0,2,0,0,1,1,1,0,1,1,4
934,7740,1,259,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,47,47,356,0,189,16,9,68,1,0,1,3,1,1,2,0,0,0,0,3
935,7742,1,335,4,4,26,0,1,0,0,0,1,1,0,0,0,0,2,,924,924,7699,1,319,16,5,32,0,1,1,0,0,1,2,0,0,0,1,3
936,7745,1,41,18,2,20,0,1,0,0,0,1,0,0,0,0,0,1,,701,701,6123,1,251,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
937,7746,1,84,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,1146,1146,9657,1,26,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
938,7760,1,279,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,1137,1137,9590,1,189,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
939,7761,1,368,6,9,42,1,2,1,0,1,0,1,0,0,0,1,1,,2993,2993,24770,1,306,6,2,10,0,0,0,0,0,0,0,1,1,0,0,2
940,7766,1,242,34,3,42,2,0,0,0,0,0,1,0,0,0,0,1,,2860,2860,23623,0,196,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
941,7771,1,18,24,1,24,0,0,0,0,1,0,0,0,0,0,0,0,,3561,3561,29591,0,188,12,2,18,0,0,1,0,0,0,0,0,0,0,0,0
942,7776,1,400,2,12,62,2,1,2,0,1,1,4,0,0,0,0,5,,2862,2862,23638,1,349,12,7,46,3,0,2,0,0,0,2,0,0,0,0,2
943,7780,0,400,10,7,32,0,0,1,1,0,1,3,1,0,1,1,6,,2208,2208,18215,1,358,6,7,40,2,1,1,0,0,1,3,0,1,0,0,5
944,7784,0,215,2,6,16,0,0,1,0,0,0,0,0,0,0,1,0,,867,867,7236,1,97,28,2,34,1,0,0,1,0,0,0,0,0,0,0,0
945,7806,1,214,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0,,2752,2752,22754,0,160,16,2,20,1,0,1,0,0,0,1,0,0,0,0,1
946,7810,1,250,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2985,2985,24709,1,194,4,6,16,0,0,2,0,0,1,0,0,1,0,0,2
947,7817,1,66,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,1085,1085,9103,1,349,14,5,30,0,0,2,1,0,0,1,1,0,0,0,2
948,7821,1,70,8,4,22,1,0,0,2,0,0,0,0,0,0,0,0,,3542,3542,29433,0,181,18,4,34,2,0,0,1,1,1,0,1,0,0,0,2
949,7824,0,138,34,2,36,1,0,0,0,1,0,0,0,0,0,0,0,,901,901,7499,1,19,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
950,7836,0,33,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,3137,3137,25911,1,392,8,9,46,3,1,2,1,0,0,0,0,0,0,0,0
951,7857,1,246,12,9,44,1,1,2,1,0,1,2,1,0,1,1,5,,440,440,3943,1,198,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0
952,7859,1,351,2,8,44,1,0,2,0,1,0,1,0,0,0,0,1,,1940,1940,16055,0,117,12,2,14,0,0,0,0,0,0,0,1,0,0,0,1
953,7865,1,198,12,6,34,2,0,1,1,0,0,1,0,0,0,0,1,,755,755,6496,0,318,2,3,14,0,0,0,0,0,1,0,0,0,0,0,1
954,7874,1,69,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0,,2246,2246,18493,1,421,12,10,66,1,1,4,1,1,0,2,0,0,0,0,2
955,7884,0,414,2,9,24,1,0,0,0,1,1,1,0,0,0,1,2,,3455,3455,28663,1,39,32,1,32,1,0,0,0,0,0,0,0,0,0,1,0
956,7899,1,67,14,1,14,0,0,0,0,0,1,0,0,0,0,0,1,,1031,1031,8528,0,455,12,11,66,2,0,3,4,0,0,1,1,0,0,0,2
957,7907,0,78,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,,786,786,6713,0,124,2,4,22,0,0,1,1,0,0,0,0,0,0,0,0
958,7914,0,279,20,6,44,0,1,0,0,2,1,2,0,1,1,1,5,,2705,2705,22414,1,80,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
959,7921,1,190,6,6,42,0,1,0,0,0,0,1,0,0,0,0,1,,3254,3254,26782,0,257,4,11,30,0,2,2,0,1,0,0,0,0,0,0,0
960,7933,1,248,28,1,28,1,0,0,0,0,0,0,0,0,0,0,0,,2743,2743,22728,0,96,10,3,22,0,0,0,0,0,0,0,0,0,0,0,0
961,7940,0,425,12,10,64,1,0,3,1,2,1,1,2,1,1,0,6,,2908,2908,23983,0,161,16,1,16,0,0,0,0,0,1,0,1,0,0,0,2
962,7942,1,84,24,1,24,0,0,0,1,0,0,0,0,0,0,0,0,,693,693,6096,1,245,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
963,7943,1,302,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,,1682,1682,13895,0,131,10,6,38,0,0,0,1,1,0,0,0,0,0,0,0
964,7949,1,347,4,4,14,0,0,0,1,0,0,0,0,0,0,0,0,,79,79,625,1,149,6,3,18,0,0,0,0,1,0,0,0,0,0,0,0
965,7953,0,225,14,4,34,0,1,1,1,0,1,0,0,0,0,0,1,,563,563,5100,1,188,22,5,48,1,0,1,1,1,0,1,0,0,0,0,1
966,7958,0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0,0,,3140,3140,25923,0,162,12,10,34,2,0,1,2,1,0,0,0,1,0,0,1
967,7960,1,128,30,1,30,1,0,0,0,0,0,0,0,0,0,0,0,,639,639,5755,0,130,22,2,24,1,1,0,0,0,0,0,0,0,0,1,0
968,7971,1,182,16,5,42,2,0,0,0,1,1,1,0,0,0,0,2,,1567,1567,12984,0,178,28,10,84,2,0,3,1,0,0,1,0,0,0,1,1
969,7973,1,299,12,7,38,1,2,1,0,1,0,0,0,0,0,0,0,,1329,1329,11055,1,329,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
970,7981,1,277,14,11,68,1,1,1,1,2,0,4,0,0,0,0,4,,3885,3885,32044,1,254,18,1,18,1,0,0,0,0,0,0,0,0,0,0,0
971,7992,1,197,16,12,60,3,2,1,0,2,1,3,0,2,0,0,6,,3962,3962,32661,0,88,4,2,8,0,0,0,0,0,1,0,0,0,0,0,1
972,8001,1,167,14,3,24,0,1,1,0,1,0,0,1,0,0,0,1,,1941,1941,16072,1,285,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0
973,8005,1,231,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,1175,1175,9835,1,64,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
974,8008,0,322,24,3,36,0,0,1,0,0,0,2,0,0,0,0,2,,1060,1060,8818,0,326,2,4,18,0,1,0,0,0,0,0,0,0,0,0,0
975,8016,0,196,18,2,22,0,0,1,0,0,1,0,0,0,1,0,2,,881,881,7332,1,246,22,2,24,0,1,1,0,0,0,0,0,0,0,0,0
976,8019,1,136,10,2,12,0,0,0,0,0,0,0,0,0,0,1,0,,330,330,2907,1,75,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
977,8022,1,197,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,558,558,5070,1,332,2,9,26,3,0,1,1,0,0,0,1,0,0,0,1
978,8026,1,252,32,5,60,2,1,0,0,0,0,2,0,0,0,0,2,,1411,1411,11740,1,197,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
979,8032,0,269,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0,,2330,2330,19140,0,148,8,2,16,0,0,1,0,0,0,0,0,0,0,0,0
980,8048,1,120,2,3,20,1,0,0,0,0,0,0,0,0,0,0,0,,2181,2181,18008,0,403,14,8,60,4,0,2,1,1,0,0,0,0,0,0,0
981,8060,0,230,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,2830,2830,23424,0,341,8,6,40,2,0,1,0,1,0,0,0,0,0,0,0
982,8076,1,36,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0,,3867,3867,31915,0,218,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
983,8090,0,180,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,2510,2510,20638,1,330,12,7,48,1,0,1,2,1,1,0,0,0,0,0,1
984,8095,0,223,22,4,44,1,0,1,1,1,0,0,1,1,0,0,2,,1912,1912,15830,0,221,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
985,8097,1,251,16,12,82,3,0,3,3,1,0,2,0,0,0,0,2,,1756,1756,14459,1,206,8,1,8,0,0,0,0,0,1,2,0,0,0,0,3
986,8099,0,272,10,9,60,1,2,2,0,0,0,3,0,0,0,0,3,,710,710,6192,1,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
987,8106,1,314,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2101,2101,17340,1,225,14,9,66,2,2,2,2,1,0,0,0,0,0,1,0
988,8123,1,226,28,1,28,0,0,1,0,0,0,0,0,0,0,0,0,,1884,1884,15562,0,189,14,4,34,0,1,1,0,0,1,1,0,0,0,1,2
989,8142,1,158,14,5,38,1,0,1,1,0,2,0,1,0,1,0,4,,3306,3306,27273,1,170,34,2,40,0,0,0,1,0,0,0,0,0,0,1,0
990,8152,0,107,30,1,30,0,0,1,0,0,0,0,0,0,0,0,0,,2102,2102,17353,1,256,14,10,44,0,1,2,1,3,0,1,0,0,0,0,1
991,8159,0,108,14,5,42,2,0,1,1,0,1,0,0,0,0,0,1,,3451,3451,28600,0,203,4,4,22,1,0,0,1,0,0,0,0,0,0,0,0
992,8167,1,69,20,1,20,0,0,1,0,0,0,0,0,0,0,0,0,,1004,1004,8291,1,217,16,11,82,3,0,3,3,1,1,0,0,0,0,0,1
993,8177,0,209,4,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,1779,1779,14652,1,183,8,6,42,1,0,2,0,0,0,0,0,0,0,0,0
994,8199,1,226,4,2,8,0,0,0,0,0,0,0,0,0,0,1,0,,959,959,7921,1,190,6,6,42,0,1,0,0,0,0,1,0,0,0,0,1
995,8201,1,37,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,,568,568,5148,1,199,16,4,30,2,1,0,0,0,0,1,0,0,0,0,1
996,8234,0,305,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1482,1482,12321,0,124,12,2,14,0,0,0,1,0,0,0,0,0,0,0,0
997,8235,1,226,32,7,58,2,1,0,1,0,2,1,0,0,1,0,4,,726,726,6289,0,358,6,10,50,1,2,0,1,1,1,0,0,1,1,0,3
998,8242,0,178,14,7,38,0,1,2,2,0,0,2,0,0,0,0,2,,3316,3316,27316,1,258,14,1,14,0,0,1,0,0,0,2,0,0,0,0,2
999,8245,0,303,10,2,16,1,0,0,0,0,0,0,0,0,0,0,0,,3025,3025,25018,0,34,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1000,8251,1,135,32,2,34,1,0,0,0,0,0,1,0,0,0,0,1,,1997,1997,16546,1,166,12,2,20,0,0,0,1,0,0,1,1,0,0,0,2
1001,8254,0,238,8,2,12,0,0,0,0,0,0,0,0,0,0,0,0,,542,542,4919,1,262,12,11,78,0,0,4,1,1,2,2,0,0,0,0,4
1002,8275,1,231,6,10,44,1,0,2,2,0,2,1,1,0,0,1,4,,3967,3967,32684,0,357,8,9,26,3,0,1,0,1,2,1,0,0,0,0,3
1003,8290,0,131,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0,,2007,2007,16633,1,55,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0
1004,8291,1,217,16,11,82,3,0,3,3,1,1,0,0,0,0,0,1,,2074,2074,17165,1,88,22,1,22,1,0,0,0,0,0,0,0,0,0,0,0
1005,8294,1,303,12,2,20,1,0,0,0,0,0,0,0,0,0,0,0,,939,939,7761,1,368,6,9,42,1,2,1,0,1,0,1,0,0,0,1,1
1006,8303,1,42,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,2952,2952,24412,0,167,22,3,30,0,0,1,0,0,0,0,0,0,0,0,0
1007,8324,1,382,2,11,30,2,0,3,1,0,0,1,1,0,0,0,2,,3350,3350,27632,1,110,12,2,14,0,0,1,0,0,1,0,0,0,0,0,1
1008,8339,0,301,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,,845,845,7076,1,271,30,6,46,0,1,2,1,1,0,1,0,0,0,0,1
1009,8345,1,67,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0,,2469,2469,20297,1,238,16,6,48,3,1,1,0,0,0,0,0,0,0,0,0
1010,8356,1,284,6,9,50,2,1,3,0,0,0,1,1,0,0,0,2,,1776,1776,14630,0,141,12,2,20,0,1,0,0,0,0,0,0,0,0,0,0
1011,8361,1,200,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,2441,2441,20053,1,148,10,1,10,0,0,0,0,0,1,0,0,0,0,0,1
1012,8363,1,344,14,9,60,2,3,3,0,0,0,1,0,0,0,0,1,,3092,3092,25542,0,95,34,2,38,1,0,0,0,0,0,1,0,0,0,0,1
1013,8366,1,252,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,2953,2953,24414,1,31,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1014,8373,1,275,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2,,3291,3291,27150,0,36,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1015,8382,1,282,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,,3372,3372,27865,1,242,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1016,8389,1,126,2,4,18,1,0,0,0,0,0,0,0,0,0,0,0,,2592,2592,21450,1,309,36,1,36,0,1,0,0,0,0,0,0,0,0,0,0
1017,8399,1,182,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,,3097,3097,25580,1,205,6,7,46,0,1,2,0,0,3,1,0,0,0,0,4
1018,8404,0,282,16,1,16,0,0,0,1,0,0,0,0,0,0,1,0,,2564,2564,21161,1,284,14,2,22,0,0,0,1,0,0,0,1,0,0,0,1
1019,8413,1,140,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0,,775,775,6642,1,310,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1020,8418,1,366,34,6,56,1,1,2,0,0,0,2,1,0,0,0,3,,1102,1102,9234,1,221,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
1021,8423,1,103,22,2,26,0,0,1,0,0,1,0,0,0,0,0,1,,2527,2527,20849,1,168,6,2,8,0,0,0,0,0,1,0,1,0,0,0,2
1022,8438,0,344,12,3,22,0,0,2,0,0,0,0,1,0,0,0,1,,1428,1428,11886,0,98,10,1,10,0,0,0,0,0,0,0,0,0,0,1,0
1023,8447,1,282,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,,1332,1332,11065,1,432,16,9,38,0,2,5,1,0,0,1,0,0,0,0,1
1024,8465,1,320,8,9,30,1,1,3,0,0,1,2,0,0,0,1,3,,2720,2720,22543,0,398,4,12,28,2,1,1,2,1,0,0,0,0,0,0,0
1025,8476,1,87,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0,,203,203,1766,0,164,12,3,24,0,1,1,0,0,0,0,0,0,0,0,0
1026,8485,1,351,8,4,20,1,0,1,0,0,0,1,0,0,0,0,1,,2764,2764,22861,0,50,34,1,34,0,0,0,0,1,1,0,0,0,0,0,1
1027,8486,1,258,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0,,649,649,5806,1,336,12,7,36,1,0,1,0,3,0,1,0,0,0,0,1
1028,8507,1,134,26,2,28,0,2,0,0,0,0,0,0,0,0,0,0,,3879,3879,31998,1,67,36,2,44,1,1,0,0,0,0,0,1,0,0,0,1
1029,8511,1,216,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0,,3334,3334,27491,0,235,4,2,10,0,0,0,0,0,0,1,0,0,0,1,1
