Seq,ID,Gender,Monetary,Recency,Frq,FirstPurch,ChildBks,YouthBks,CookBks,DoItYBks,RefBks,ArtBks,GeogBks,ItalCook,ItalAtlas,ItalArt,Florence,Related 
1309,10928,1,95,32,2,40,0,0,0,1,0,1,0,0,0,1,0,2
3865,31904,0,290,16,1,16,0,0,0,0,1,0,0,0,0,0,1,0
768,6605,1,191,16,4,24,0,0,2,2,0,0,0,0,0,0,0,0
3320,27377,0,281,6,2,14,1,0,0,0,0,0,0,0,0,0,0,0
900,7493,0,244,14,10,58,1,2,6,0,0,0,1,0,0,0,0,1
2399,19646,0,179,10,1,10,0,0,0,0,0,2,0,0,0,0,1,2
2675,22153,1,398,4,9,44,1,0,0,0,0,0,0,0,0,1,0,1
833,6978,1,149,14,3,24,0,0,1,1,0,0,1,0,0,0,0,1
2077,17188,0,52,24,2,28,1,0,1,0,0,0,0,0,0,0,0,0
2090,17285,1,146,6,5,30,0,0,2,0,0,0,0,0,0,0,0,0
1216,10191,1,227,20,2,26,0,0,0,0,0,0,2,0,0,0,0,2
83,650,1,195,12,2,16,0,0,0,0,1,0,0,0,0,0,0,0
3199,26347,0,209,12,8,34,1,0,2,0,1,0,1,1,0,0,0,2
486,4398,1,294,12,12,70,2,3,2,0,1,1,2,1,0,0,1,4
3381,27943,0,174,16,9,60,3,1,1,3,0,0,0,0,0,1,0,1
1425,11870,0,267,8,10,60,2,0,1,1,1,1,1,0,1,0,1,3
2368,19418,1,187,12,1,12,0,0,0,0,0,1,1,0,0,0,0,2
3782,31295,1,171,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1005,8294,1,303,12,2,20,1,0,0,0,0,0,0,0,0,0,0,0
1059,8784,0,30,12,2,14,0,1,0,0,0,0,0,0,0,0,0,0
3776,31276,1,287,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
909,7583,1,77,10,2,14,1,0,0,0,0,0,0,0,0,0,0,0
1453,12042,1,152,16,2,22,1,0,1,0,0,0,0,0,0,0,0,0
2712,22460,1,245,28,10,54,4,0,3,0,2,0,0,0,0,0,0,0
2327,19097,1,262,32,12,90,1,1,1,4,2,0,0,0,1,0,0,1
3082,25495,1,292,2,2,6,0,0,0,0,0,1,0,0,0,0,0,1
2099,17331,0,279,16,8,42,3,0,3,0,2,0,0,0,0,0,0,0
1308,10919,0,310,16,2,18,0,0,1,0,0,0,1,0,0,0,0,1
2538,20958,1,157,14,6,42,3,1,0,1,1,0,0,0,0,0,1,0
3877,31980,1,269,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
2369,19428,0,163,24,1,24,0,0,0,0,0,1,0,0,0,0,0,1
532,4818,1,221,22,2,24,1,0,0,0,0,0,1,0,0,0,0,1
1169,9810,0,131,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
3050,25295,0,299,2,1,2,0,0,0,0,0,0,1,0,0,0,1,1
1577,13090,1,108,6,5,34,0,2,0,0,1,0,0,0,0,0,0,0
1246,10414,1,268,12,2,16,1,0,0,0,0,0,0,0,0,0,0,0
1327,11045,1,24,14,1,14,0,0,1,0,0,0,0,0,0,0,0,0
1353,11294,1,116,20,5,46,0,1,2,0,1,1,0,1,0,0,0,2
2131,17601,1,106,26,1,26,0,1,0,0,0,1,1,0,0,0,0,2
343,3024,1,248,16,7,44,1,1,3,0,0,1,1,1,0,0,0,3
879,7329,0,292,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0
669,5911,0,215,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
387,3471,1,329,12,2,14,0,0,1,0,0,0,0,0,0,0,0,0
3610,29961,1,103,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2779,23011,1,113,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3954,32606,0,169,14,8,56,2,1,3,1,1,0,0,0,0,1,0,1
2967,24546,1,50,26,1,26,0,0,1,0,0,2,0,0,0,0,0,2
1546,12800,0,335,20,8,56,1,1,3,1,0,0,1,1,0,0,1,2
1751,14415,1,123,12,7,26,0,1,1,2,0,0,0,0,0,0,0,0
1928,15973,1,91,16,2,24,0,1,0,0,1,0,0,0,0,0,0,0
2172,17936,1,281,12,2,14,1,0,0,0,0,0,1,1,0,0,0,2
874,7299,1,115,14,1,14,0,1,0,0,0,0,0,0,0,0,0,0
414,3693,1,40,10,2,16,0,0,1,0,0,0,0,0,0,0,0,0
3665,30489,1,142,22,2,28,0,0,1,0,0,0,0,0,0,0,0,0
1954,16173,0,426,6,9,34,0,0,2,1,0,0,2,0,0,0,0,2
1627,13490,0,249,10,1,10,0,0,0,0,0,0,1,0,0,0,0,1
2414,19834,0,130,10,3,24,0,0,1,0,0,2,0,1,0,0,0,3
2037,16846,1,417,14,12,74,4,1,3,1,1,0,2,0,2,0,0,4
1576,13039,0,166,14,2,16,0,1,0,0,0,0,0,0,0,0,0,0
1842,15173,0,137,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
402,3628,1,157,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
527,4777,0,305,14,5,28,0,0,4,0,0,0,1,0,0,0,0,1
2449,20095,1,372,16,12,86,0,0,2,2,2,0,1,1,0,0,0,2
594,5376,0,190,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
341,3014,0,369,16,6,40,1,0,3,0,1,0,1,1,1,0,1,3
1297,10844,0,72,8,4,20,0,1,1,0,1,0,0,0,0,0,0,0
2069,17123,1,330,12,10,58,2,0,2,2,0,0,0,0,0,0,1,0
597,5394,1,121,16,2,20,0,0,0,1,1,0,0,0,0,0,0,0
3905,32192,1,286,28,9,62,3,0,2,0,1,0,1,1,0,0,0,2
1441,11980,1,319,10,10,70,1,1,0,2,1,1,3,0,0,0,0,4
2370,19431,0,74,14,1,14,0,0,1,0,0,1,0,2,0,0,0,3
2688,22294,0,107,16,2,22,0,0,0,1,0,0,0,0,0,0,0,0
2219,18303,1,271,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0
2514,20716,1,420,16,12,40,4,2,1,1,0,0,6,0,0,0,0,6
1292,10820,1,81,12,2,20,1,0,0,0,0,0,0,0,0,0,0,0
237,2079,0,374,36,11,66,3,1,2,1,2,0,2,0,0,0,0,2
28,224,1,33,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
987,8106,1,314,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1634,13567,0,400,36,11,60,5,0,3,0,2,0,0,0,0,0,0,0
2872,23681,1,190,16,2,18,0,0,2,0,0,1,2,0,0,0,0,3
1302,10877,1,220,34,2,42,1,0,0,0,1,0,0,0,0,0,0,0
449,4027,1,227,12,6,36,1,0,1,0,1,1,1,0,0,0,0,2
3735,31048,0,102,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1301,10869,0,273,2,4,12,0,0,0,0,0,0,0,0,0,0,0,0
3299,27225,1,170,14,10,50,2,0,2,2,1,0,0,0,0,0,0,0
968,7971,1,182,16,5,42,2,0,0,0,1,1,1,0,0,0,0,2
657,5856,0,295,30,2,34,0,0,0,0,2,0,0,0,0,0,0,0
3914,32248,1,368,4,10,50,0,3,0,1,2,0,0,0,0,0,0,0
1104,9254,0,245,14,2,20,0,0,0,1,0,0,0,0,0,0,0,0
2609,21633,1,226,12,2,16,1,0,0,0,0,1,0,0,0,0,1,1
394,3554,0,232,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3458,28720,1,180,16,2,24,0,0,1,0,0,3,0,0,0,0,1,3
508,4596,1,231,26,1,26,0,0,1,0,0,0,0,0,0,0,0,0
3507,29114,0,404,16,12,54,1,1,1,5,0,0,2,0,0,0,0,2
182,1521,1,164,2,3,16,1,0,0,0,0,0,0,0,0,0,1,0
2858,23616,1,193,10,8,48,2,1,1,2,1,2,0,0,0,0,0,2
539,4873,1,202,4,9,48,2,0,1,2,0,1,2,0,0,0,0,3
3592,29817,1,272,12,4,36,1,0,0,0,1,0,0,0,0,0,0,0
1689,13936,1,317,4,10,48,1,0,2,3,0,0,0,0,0,0,1,0
1891,15640,1,163,6,2,14,0,0,1,0,0,0,0,0,0,0,0,0
1164,9771,1,174,20,2,24,1,0,0,0,1,0,0,0,0,0,0,0
3506,29103,0,248,10,4,26,1,0,1,0,0,0,0,0,0,0,0,0
3784,31304,0,171,4,2,8,0,0,0,0,0,0,0,0,0,0,1,0
488,4421,0,248,6,2,10,0,0,0,0,0,0,0,0,0,0,1,0
3864,31896,1,184,16,10,70,0,3,2,0,1,0,0,0,0,0,1,0
2224,18340,0,299,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
2312,18989,1,257,10,2,14,0,0,1,0,0,0,0,1,0,0,0,1
3624,30053,1,229,2,2,8,0,0,0,0,0,1,0,0,0,0,0,1
2999,24833,1,134,12,5,36,1,1,1,0,0,1,0,0,0,0,0,1
62,480,1,118,8,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3855,31815,1,402,6,10,34,2,0,2,0,0,1,1,0,0,0,0,2
223,1923,0,60,14,4,32,1,1,2,0,0,0,0,1,0,0,0,1
1910,15809,1,306,16,7,34,2,1,1,0,0,0,0,0,0,0,0,0
704,6153,1,301,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
1618,13397,0,100,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
1407,11726,0,265,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3517,29167,1,209,12,7,28,1,0,3,2,0,0,0,0,0,0,0,0
3398,28113,1,190,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
218,1846,0,200,8,3,24,0,1,0,0,0,0,1,0,0,0,0,1
1376,11495,1,240,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3770,31249,1,164,32,4,52,0,0,1,1,0,0,0,0,0,0,0,0
181,1518,0,327,16,2,24,0,0,0,1,0,0,1,0,0,0,0,1
1752,14431,1,312,30,2,38,1,0,1,0,0,0,0,1,0,0,0,1
2341,19237,1,187,14,2,18,0,1,1,0,0,0,1,0,0,0,0,1
811,6856,0,75,14,4,38,2,0,1,0,0,1,0,0,0,0,0,1
2326,19089,0,327,16,2,20,0,1,1,0,0,0,1,1,0,0,1,2
3310,27289,1,348,14,10,60,1,0,4,3,0,2,0,0,0,1,0,3
2812,23294,1,86,16,4,36,1,2,0,1,0,0,0,0,0,0,0,0
3654,30353,0,44,10,1,10,0,0,0,0,0,0,0,1,0,0,0,1
501,4558,1,55,14,2,18,0,0,1,1,0,0,0,0,0,0,0,0
323,2859,0,285,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
369,3233,1,206,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2
2021,16708,1,61,16,2,20,1,0,0,0,0,1,1,0,0,0,0,2
3132,25875,1,145,12,2,16,0,0,0,0,1,1,0,0,0,0,0,1
2855,23600,0,155,22,9,60,2,0,1,1,1,0,0,0,0,0,0,0
1030,8524,1,355,14,8,30,2,0,4,0,1,1,0,0,0,0,0,1
1454,12064,1,183,8,2,14,0,0,0,1,0,0,0,0,0,0,0,0
3109,25680,1,79,16,5,44,2,1,1,0,1,0,0,1,0,0,0,1
3044,25243,1,158,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1213,10182,0,223,12,11,72,1,1,2,2,1,2,1,0,0,0,0,3
3685,30603,0,66,2,2,8,0,0,0,0,0,2,0,0,0,0,0,2
3888,32073,1,151,18,5,28,1,0,3,1,0,1,0,0,0,0,0,1
2333,19171,1,187,12,1,12,0,0,0,0,0,0,1,0,0,0,0,1
1929,15974,0,152,26,2,30,1,0,1,0,0,1,0,0,0,0,0,1
1909,15803,1,285,28,1,28,0,0,0,0,0,0,0,0,0,0,0,0
1315,10955,0,293,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2089,17281,1,418,10,8,36,2,1,0,2,0,0,0,0,0,0,1,0
2047,16914,0,263,6,2,8,0,0,0,0,0,0,1,0,0,0,0,1
1446,12008,1,131,12,5,38,1,0,2,0,0,1,0,0,0,0,0,1
1501,12478,1,269,10,1,10,0,0,0,0,0,0,2,0,0,0,0,2
840,7038,1,154,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
1243,10386,1,195,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3010,24892,1,456,8,11,46,1,0,5,0,1,0,0,0,0,0,0,0
1798,14836,1,28,16,1,16,1,0,0,0,0,0,0,0,0,0,0,0
2542,20984,1,222,6,6,36,0,0,2,0,0,0,1,0,0,0,0,1
1545,12795,0,54,16,2,18,0,0,1,0,1,0,0,0,0,0,0,0
1936,16036,0,239,4,5,16,0,0,0,1,1,0,0,0,0,0,0,0
1988,16478,1,198,14,2,22,0,0,0,0,1,0,0,0,0,0,0,0
1777,14631,1,81,2,5,16,0,0,1,0,0,0,0,0,0,0,0,0
321,2847,1,218,24,2,30,1,0,1,0,0,0,0,0,0,0,0,0
1042,8590,1,100,14,2,22,1,0,0,0,0,0,0,0,0,0,0,0
1845,15195,1,156,12,2,20,0,1,0,0,0,0,1,2,0,0,0,3
1727,14247,0,314,2,2,10,0,0,0,0,0,0,1,0,0,0,0,1
2535,20907,1,222,14,2,18,1,0,0,1,0,0,1,0,0,0,0,1
2789,23086,1,228,16,2,22,0,0,0,2,0,0,0,0,0,0,0,0
1371,11461,1,41,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2359,19348,0,289,6,12,38,4,1,0,0,1,0,0,0,1,1,1,2
1122,9461,1,241,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
337,2990,1,246,34,2,40,0,0,0,0,0,0,2,0,0,0,0,2
140,1160,1,64,32,1,32,0,0,0,0,0,0,1,0,0,0,0,1
3870,31924,0,201,4,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1872,15439,1,291,16,8,52,2,0,0,2,1,0,1,0,0,0,0,1
3111,25693,0,119,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
3236,26648,0,308,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
3779,31284,1,133,4,6,38,0,0,0,2,1,0,0,0,0,0,0,0
282,2475,0,77,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
986,8099,0,272,10,9,60,1,2,2,0,0,0,3,0,0,0,0,3
1477,12271,0,160,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0
2767,22881,1,268,24,12,66,1,2,2,3,1,0,0,0,0,0,1,0
1816,14978,1,267,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
1065,8907,1,294,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3285,27101,0,180,22,9,42,4,1,1,0,2,0,0,0,0,0,0,0
1014,8373,1,275,16,2,24,0,0,0,0,0,1,1,0,0,0,0,2
2082,17210,1,93,16,2,20,0,0,0,2,0,0,0,0,0,0,0,0
2439,20048,0,161,22,2,28,2,0,0,0,0,0,0,0,0,0,0,0
2793,23110,1,291,18,3,28,1,1,0,1,0,0,1,0,0,0,0,1
1414,11753,1,152,14,6,36,2,0,0,2,0,0,2,0,0,0,0,2
2257,18577,0,293,34,2,38,0,1,1,0,0,0,0,0,0,0,0,0
945,7806,1,214,6,3,20,0,0,1,0,0,0,0,0,0,0,0,0
2808,23280,1,460,14,12,84,1,5,3,1,1,0,1,0,0,0,0,1
2585,21372,1,247,24,1,24,1,0,0,0,0,0,0,0,0,0,0,0
1474,12258,1,171,16,2,18,1,0,0,0,1,0,0,0,0,0,0,0
2883,23771,1,200,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
2243,18458,1,120,6,1,6,0,0,0,0,0,0,1,1,0,0,0,2
412,3684,1,144,6,8,38,0,0,2,1,1,1,1,1,1,1,0,5
381,3367,1,99,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1855,15293,1,90,6,2,12,0,0,0,0,0,1,0,0,0,0,1,1
2420,19892,1,250,8,7,24,1,0,1,3,0,0,0,0,0,0,0,0
966,7958,0,271,2,6,34,1,0,1,1,1,0,0,0,0,0,0,0
2494,20566,0,234,16,1,16,0,0,0,0,0,1,0,0,0,0,0,1
1286,10783,0,86,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
913,7612,0,277,14,1,14,0,0,0,0,1,0,0,0,0,0,0,0
2713,22465,0,185,6,6,18,0,1,0,2,0,0,2,0,0,0,0,2
1706,14067,0,159,2,6,18,1,0,0,1,1,0,0,0,0,0,0,0
685,6044,0,340,14,10,70,2,2,1,1,1,1,2,0,0,0,0,3
553,5037,1,281,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
3399,28118,1,273,14,2,16,2,0,0,0,0,0,0,0,0,0,0,0
2472,20334,1,198,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
2194,18112,1,181,8,2,14,0,1,0,0,0,0,0,0,0,0,0,0
1716,14185,1,96,10,4,24,1,0,1,0,1,1,0,0,0,0,0,1
1840,15164,0,69,16,2,20,1,0,0,0,0,0,0,0,0,0,0,0
2861,23627,1,254,6,7,42,0,0,2,0,0,1,0,0,0,0,0,1
398,3606,1,174,14,2,16,0,0,1,0,1,0,0,0,0,0,0,0
1170,9814,0,102,6,1,6,0,0,0,0,0,0,0,0,0,0,1,0
2829,23411,1,370,14,12,42,2,1,1,3,3,1,1,0,2,0,0,4
1836,15148,1,261,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
1887,15582,0,261,16,2,22,1,0,0,0,0,1,0,0,0,0,0,1
1445,12006,1,132,34,5,62,2,0,3,0,0,0,0,0,0,0,0,0
3938,32432,1,335,30,4,50,1,0,2,0,0,1,1,0,0,0,0,2
2186,18064,1,442,14,10,40,0,3,3,1,0,0,1,0,0,0,0,1
3436,28491,1,409,12,10,42,1,1,2,1,3,1,1,0,0,0,0,2
3225,26557,0,128,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
1861,15355,0,174,4,7,32,0,2,1,0,2,1,1,0,0,0,0,2
2271,18658,1,147,10,8,32,2,0,2,0,0,0,0,0,0,0,0,0
2776,22979,1,192,14,5,28,2,0,1,1,0,0,0,0,0,0,0,0
3145,25947,1,260,14,2,20,1,0,1,0,0,0,0,0,0,0,0,0
131,1119,1,285,22,1,22,0,0,1,0,0,0,0,0,0,0,0,0
1622,13428,0,110,8,2,14,0,0,1,0,0,0,0,0,0,0,1,0
3497,29012,1,351,2,12,60,4,0,0,3,0,2,0,0,0,1,0,3
2202,18168,1,200,4,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1444,12000,0,270,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3212,26482,0,350,4,5,24,1,0,0,0,0,0,0,0,0,0,0,0
2273,18660,1,298,32,2,34,0,1,0,0,0,0,1,0,0,0,1,1
533,4820,0,444,16,10,38,3,2,3,0,1,0,1,0,0,0,0,1
695,6101,1,292,4,5,28,1,0,2,0,0,0,1,1,0,0,0,2
1718,14195,1,217,18,10,74,4,3,1,0,0,0,0,0,0,0,0,0
1252,10459,0,323,16,6,44,0,1,1,0,2,2,0,0,0,0,0,2
2025,16747,1,383,12,7,42,1,1,3,0,0,0,1,1,0,0,0,2
11,95,1,275,2,4,20,0,0,1,0,0,0,0,0,0,0,0,0
1134,9565,1,258,6,2,10,0,0,0,0,0,0,0,0,0,0,0,0
2046,16911,1,88,10,5,26,1,0,2,0,0,0,0,0,0,0,0,0
3716,30899,1,233,12,1,12,0,0,0,0,0,2,0,0,0,0,0,2
1950,16128,1,271,14,2,16,1,0,0,0,0,2,0,0,0,0,0,2
915,7615,1,302,12,11,72,1,1,2,3,1,1,1,1,0,0,0,3
1922,15915,1,222,8,2,12,0,0,0,0,0,1,1,0,0,0,0,2
405,3662,0,243,10,12,48,1,2,3,1,1,1,1,0,0,0,1,2
1253,10477,1,133,6,2,12,0,0,0,0,0,0,0,0,0,0,0,0
1343,11150,1,37,28,2,32,0,0,0,0,1,1,0,0,0,0,0,1
2030,16801,1,20,30,1,30,0,0,0,1,0,0,0,1,0,1,0,2
2951,24402,1,65,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0
2718,22521,0,288,16,1,16,0,0,1,0,0,0,0,0,0,0,0,0
2801,23211,0,112,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
3183,26227,0,195,28,1,28,1,0,0,0,0,0,2,0,0,0,0,2
554,5041,0,218,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
2722,22563,1,26,12,1,12,0,0,0,0,0,1,0,0,0,0,0,1
2268,18644,1,27,30,1,30,0,0,0,1,0,0,0,0,0,0,0,0
174,1474,0,86,14,5,40,1,0,0,0,2,2,0,0,0,0,1,2
536,4840,1,285,14,2,16,0,0,0,1,1,0,0,0,0,0,0,0
270,2342,1,192,34,6,52,0,0,3,2,0,1,0,0,0,0,0,1
2283,18712,0,367,26,7,50,0,0,4,1,1,0,3,0,0,0,0,3
3600,29879,1,278,28,12,86,3,0,4,2,1,0,1,0,0,0,0,1
2446,20074,1,211,14,7,38,2,0,1,1,0,0,0,0,0,0,0,0
3764,31215,0,222,14,7,40,0,1,1,3,0,0,0,0,0,0,1,0
1690,13949,1,209,12,2,18,0,1,0,0,0,0,0,0,0,0,1,0
1512,12565,0,286,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
980,8048,1,120,2,3,20,1,0,0,0,0,0,0,0,0,0,0,0
318,2829,1,305,14,8,56,0,1,4,2,0,0,1,0,0,0,0,1
3289,27129,1,371,10,10,34,1,2,1,1,1,0,0,0,0,0,0,0
436,3887,1,419,10,11,70,3,0,2,0,2,1,2,0,0,0,0,3
2586,21375,1,60,14,2,18,0,0,0,0,0,0,0,0,0,0,0,0
848,7090,1,403,24,9,64,2,1,2,1,1,1,1,0,0,0,0,2
871,7265,1,431,8,10,60,2,1,3,0,0,0,1,0,0,0,0,1
1413,11750,1,343,10,11,58,3,2,2,0,1,0,2,0,0,0,0,2
84,658,1,101,16,2,22,0,0,2,0,0,0,0,0,0,0,0,0
982,8076,1,36,8,2,14,0,0,1,0,0,0,0,0,0,0,0,0
324,2873,1,317,14,9,64,1,3,1,2,0,1,1,0,0,0,0,2
910,7586,1,100,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
389,3504,1,252,14,1,14,0,0,0,1,0,0,0,0,0,0,0,0
8,79,1,187,14,1,14,1,0,0,0,0,0,0,0,0,0,0,0
2464,20242,1,202,8,1,8,0,0,0,0,0,0,1,0,0,0,1,1
1964,16273,1,221,30,10,70,1,2,3,1,0,1,0,0,0,0,1,1
1697,14010,1,233,32,1,32,0,0,0,0,0,0,0,0,0,0,0,0
3863,31887,1,195,4,2,8,0,0,0,0,0,1,0,0,0,0,1,1
1564,12957,1,123,12,8,52,0,0,2,1,1,0,0,0,0,0,0,0
3179,26208,0,116,10,2,18,0,0,0,0,0,0,0,0,0,0,0,0
2083,17217,1,303,12,2,18,1,0,0,0,0,0,0,0,0,0,0,0
2652,21984,1,35,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1096,9203,1,53,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0
3461,28738,1,248,12,1,12,0,0,0,0,0,0,0,0,0,0,0,0
1447,12011,1,274,20,7,52,3,0,1,2,1,0,0,0,0,0,0,0
3452,28630,1,285,8,1,8,0,0,0,0,0,1,0,0,0,0,0,1
2909,23990,1,257,32,2,38,1,0,0,1,0,0,0,0,0,0,0,0
1900,15724,1,230,16,1,16,1,0,0,0,0,1,1,1,0,0,0,3
920,7662,0,305,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0
899,7483,1,251,14,2,20,0,2,0,0,0,0,0,0,0,0,0,0
3775,31270,1,292,14,12,76,2,2,3,1,0,0,0,0,0,0,0,0
92,759,0,208,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0
3637,30192,1,152,2,2,8,0,0,0,0,0,1,0,0,0,0,0,1
522,4755,0,78,32,2,34,0,0,0,0,0,0,2,0,0,0,0,2
566,5119,1,47,10,2,12,0,0,0,0,0,0,0,0,0,0,0,0
675,5931,1,32,16,1,16,0,1,0,0,0,0,0,0,0,0,0,0
2703,22403,1,60,12,2,20,1,0,0,0,0,0,0,0,0,0,1,0
1828,15063,0,155,28,1,28,0,0,0,1,0,0,1,0,0,0,0,1
2136,17660,1,325,14,11,74,5,0,2,2,0,0,0,0,0,0,0,0
314,2798,1,258,14,2,18,1,0,0,0,1,0,0,0,0,0,0,0
1268,10653,1,152,16,1,16,0,0,0,0,0,0,1,0,0,0,0,1
3588,29797,1,69,16,2,24,0,0,1,1,0,0,0,0,0,0,0,0
121,1054,0,74,32,2,36,0,0,1,0,0,0,1,0,0,0,0,1
3508,29125,1,308,12,1,12,0,0,0,0,0,0,0,1,0,0,0,1
1141,9633,1,217,14,4,28,1,1,1,0,0,1,0,0,0,0,0,1
546,4986,1,222,14,3,24,0,2,1,0,0,0,0,1,0,0,0,1
3156,26049,1,107,16,1,16,0,0,0,1,0,1,0,0,0,0,0,1
1516,12582,1,102,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
1275,10698,0,296,14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
2018,16696,0,166,2,4,24,0,0,0,0,0,1,1,0,0,0,0,2
992,8167,1,69,20,1,20,0,0,1,0,0,0,0,0,0,0,0,0
847,7079,1,345,20,11,84,1,0,1,0,2,3,4,0,0,0,1,7
3438,28494,1,91,8,1,8,0,0,0,0,0,0,0,0,0,0,0,0
286,2508,1,188,36,6,62,2,0,2,0,0,1,1,0,0,0,0,2
863,7207,0,140,22,2,28,0,0,1,0,1,0,0,0,0,0,0,0
1450,12020,1,218,2,11,26,2,1,1,1,0,0,0,0,0,0,0,0
230,2046,1,88,16,1,16,0,0,0,1,0,0,0,0,0,0,0,0
783,6701,1,195,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0
372,3251,0,173,14,2,20,0,0,0,1,1,0,0,0,0,0,0,0
371,3244,1,345,6,5,20,0,0,2,0,1,0,0,0,0,0,0,0
601,5442,1,228,14,9,36,0,1,4,1,0,1,2,1,0,0,0,4
3464,28755,0,156,16,2,22,0,0,1,0,0,1,1,1,0,0,0,3
3114,25724,1,218,16,3,30,1,1,1,0,0,0,0,0,0,0,0,0
3520,29224,1,242,16,1,16,0,0,1,0,0,0,3,0,0,0,0,3
1484,12344,0,296,10,6,44,1,0,2,1,1,0,0,1,0,0,0,1
1933,16015,1,163,10,5,20,2,0,0,0,1,0,0,0,0,0,0,0
288,2527,0,415,16,12,68,5,0,0,2,1,1,3,0,0,0,1,4
2866,23656,0,329,2,8,28,2,0,2,1,0,0,1,0,0,0,0,1
73,585,1,307,24,9,46,3,2,0,2,2,0,0,0,0,0,0,0
332,2927,1,330,14,6,34,3,0,0,0,3,0,0,0,1,0,0,1
3095,25566,1,290,14,9,46,2,1,3,0,1,0,0,0,1,0,0,1
1730,14262,1,337,10,12,46,1,1,2,2,0,0,3,0,0,0,1,3
2949,24388,0,228,4,11,46,1,1,2,2,1,0,1,0,0,0,0,1
3854,31799,1,189,26,11,72,1,0,4,2,1,0,0,0,0,1,0,1
916,7635,1,284,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1206,10066,1,170,32,8,54,2,1,0,2,1,0,2,0,0,0,0,2
2496,20575,1,31,14,2,22,0,0,0,2,0,0,0,0,0,0,0,0
3535,29365,1,152,2,2,6,0,0,0,0,0,1,1,0,0,0,0,2
2234,18411,0,135,10,2,14,0,0,0,0,1,0,1,0,0,0,0,1
593,5366,1,300,12,5,24,0,0,0,2,1,1,0,0,0,0,0,1
2315,19002,1,323,4,2,8,0,0,0,0,0,0,3,0,0,0,0,3
3091,25535,1,202,8,8,34,3,1,2,1,0,1,2,0,0,0,0,3
2584,21365,0,307,10,6,34,1,0,0,0,1,2,0,0,0,0,0,2
841,7044,0,160,12,8,40,1,1,3,0,0,1,1,0,0,0,0,2
2886,23829,0,225,34,5,50,1,1,0,1,2,1,0,0,0,0,0,1
